,Well Position,Reading,Boltzmann Temperature,Boltzmann Fluorescence,
17,C01,51,70.3843,90721.53,
17,C01,52,70.472404,91035.195,
17,C01,53,70.56052,91351.95,
17,C01,54,70.64862,91670.12,
17,C01,55,70.736725,91988.055,
17,C01,56,70.82483,92304.11,
17,C01,57,70.91294,92616.7,
17,C01,58,71.001045,92924.234,
17,C01,59,71.08915,93225.29,
17,C01,60,71.17725,93518.55,
17,C01,61,71.265366,93802.86,
17,C01,62,71.35347,94077.17,
17,C01,63,71.441574,94340.67,
17,C01,64,71.52968,94592.695,
17,C01,65,71.61779,94832.76,
17,C01,66,71.705894,95060.5,
17,C01,67,71.794,95275.75,
17,C01,68,71.8821,95478.484,
17,C01,69,71.970215,95668.81,
17,C01,70,72.05832,95846.91,
17,C01,71,72.14642,96013.08,
17,C01,72,72.23453,96167.7,
17,C01,73,72.32264,96311.23,
17,C01,74,72.41074,96444.11,
17,C01,75,72.49885,96566.89,
17,C01,76,72.58695,96680.1,
17,C01,77,72.675064,96784.305,
17,C01,78,72.76317,96880.03,
17,C01,79,72.85127,96967.85,
17,C01,80,72.93938,97048.3,
17,C01,81,73.02749,97121.89,
17,C01,82,73.11559,97189.13,
17,C01,83,73.2037,97250.5,
17,C01,84,73.2918,97306.45,
17,C01,85,73.37991,97357.43,
17,C01,86,73.46802,97403.82,
17,C01,87,73.55612,97446.01,
17,C01,88,73.644226,97484.36,
17,C01,89,73.73234,97519.19,
17,C01,90,73.82044,97550.8,
17,C01,91,73.90855,97579.484,
17,C01,92,73.99665,97605.49,
17,C01,93,74.08476,97629.07,
17,C01,94,74.17287,97650.44,
17,C01,95,74.26097,97669.79,
17,C01,96,74.349075,97687.31,
18,C02,1,66.25123,85166.516,
18,C02,2,66.33933,85171.984,
18,C02,3,66.427444,85178.02,
18,C02,4,66.51555,85184.67,
18,C02,5,66.60365,85192.01,
18,C02,6,66.69176,85200.09,
18,C02,7,66.77987,85209.01,
18,C02,8,66.86797,85218.83,
18,C02,9,66.95608,85229.65,
18,C02,10,67.04418,85241.58,
18,C02,11,67.13229,85254.71,
18,C02,12,67.2204,85269.18,
18,C02,13,67.3085,85285.1,
18,C02,14,67.39661,85302.64,
18,C02,15,67.48472,85321.94,
18,C02,16,67.57282,85343.164,
18,C02,17,67.66093,85366.51,
18,C02,18,67.74903,85392.18,
18,C02,19,67.83714,85420.39,
18,C02,20,67.92525,85451.38,
18,C02,21,68.01335,85485.41,
18,C02,22,68.101456,85522.75,
18,C02,23,68.18957,85563.71,
18,C02,24,68.27767,85608.61,
18,C02,25,68.365776,85657.78,
18,C02,26,68.45388,85711.61,
18,C02,27,68.54199,85770.484,
18,C02,28,68.6301,85834.81,
18,C02,29,68.7182,85905.03,
18,C02,30,68.806305,85981.6,
18,C02,31,68.89442,86065,
18,C02,32,68.98252,86155.72,
18,C02,33,69.070625,86254.26,
18,C02,34,69.15873,86361.14,
18,C02,35,69.24684,86476.9,
18,C02,36,69.334946,86602.016,
18,C02,37,69.42305,86737,
18,C02,38,69.511154,86882.336,
18,C02,39,69.59926,87038.48,
18,C02,40,69.68737,87205.836,
18,C02,41,69.775475,87384.734,
18,C02,42,69.86358,87575.45,
18,C02,43,69.95168,87778.195,
18,C02,44,70.039795,87993.07,
18,C02,45,70.1279,88220.01,
18,C02,46,70.216,88458.9,
18,C02,47,70.30411,88709.445,
18,C02,48,70.39222,88971.25,
18,C02,49,70.48032,89243.664,
18,C02,50,70.56843,89525.984,
18,C02,51,70.65653,89817.31,
18,C02,52,70.744644,90116.625,
18,C02,53,70.83275,90422.695,
18,C02,54,70.92085,90734.25,
18,C02,55,71.00896,91049.875,
18,C02,56,71.09707,91368.13,
18,C02,57,71.18517,91687.43,
18,C02,58,71.27328,92006.24,
18,C02,59,71.36138,92323.04,
18,C02,60,71.44949,92636.336,
18,C02,61,71.5376,92944.64,
18,C02,62,71.6257,93246.66,
18,C02,63,71.713806,93541.13,
18,C02,64,71.80192,93827.016,
18,C02,65,71.89002,94103.29,
18,C02,66,71.97813,94369.19,
18,C02,67,72.06623,94624.055,
18,C02,68,72.15434,94867.44,
18,C02,69,72.24245,95098.94,
18,C02,70,72.33055,95318.4,
18,C02,71,72.418655,95525.734,
18,C02,72,72.50677,95721.016,
18,C02,73,72.59487,95904.375,
18,C02,74,72.682976,96076.07,
18,C02,75,72.77108,96236.42,
18,C02,76,72.85919,96385.83,
18,C02,77,72.947296,96524.69,
18,C02,78,73.0354,96653.49,
18,C02,79,73.123505,96772.734,
18,C02,80,73.21161,96882.92,
18,C02,81,73.29972,96984.586,
18,C02,82,73.387825,97078.21,
18,C02,83,73.47593,97164.33,
18,C02,84,73.56403,97243.43,
18,C02,85,73.652145,97316.016,
18,C02,86,73.74025,97382.52,
18,C02,87,73.828354,97443.414,
18,C02,88,73.91646,97499.11,
18,C02,89,74.00457,97550.016,
18,C02,90,74.092674,97596.49,
18,C02,91,74.18078,97638.91,
18,C02,92,74.26888,97677.586,
18,C02,93,74.356995,97712.84,
18,C02,94,74.4451,97744.95,
18,C02,95,74.5332,97774.195,
18,C02,96,74.62131,97800.8,
18,C02,97,74.70942,97825.01,
18,C02,98,74.79752,97847.016,
18,C02,99,74.88563,97867.02,
19,C03,1,67.22753,83576.87,
19,C03,2,67.315636,83580.555,
19,C03,3,67.40374,83584.664,
19,C03,4,67.49185,83589.24,
19,C03,5,67.579956,83594.34,
19,C03,6,67.66806,83600.03,
19,C03,7,67.756165,83606.37,
19,C03,8,67.84428,83613.42,
19,C03,9,67.93238,83621.28,
19,C03,10,68.020485,83630.03,
19,C03,11,68.10859,83639.77,
19,C03,12,68.1967,83650.625,
19,C03,13,68.284805,83662.695,
19,C03,14,68.37291,83676.13,
19,C03,15,68.46101,83691.086,
19,C03,16,68.549126,83707.71,
19,C03,17,68.63723,83726.2,
19,C03,18,68.725334,83746.75,
19,C03,19,68.81344,83769.586,
19,C03,20,68.90155,83794.95,
19,C03,21,68.989655,83823.12,
19,C03,22,69.07776,83854.37,
19,C03,23,69.16586,83889.03,
19,C03,24,69.253975,83927.45,
19,C03,25,69.34208,83970.01,
19,C03,26,69.43018,84017.11,
19,C03,27,69.51829,84069.2,
19,C03,28,69.60639,84126.766,
19,C03,29,69.6945,84190.305,
19,C03,30,69.78261,84260.35,
19,C03,31,69.87071,84337.5,
19,C03,32,69.95882,84422.34,
19,C03,33,70.04693,84515.516,
19,C03,34,70.13503,84617.66,
19,C03,35,70.22314,84729.43,
19,C03,36,70.31124,84851.52,
19,C03,37,70.39935,84984.6,
19,C03,38,70.48746,85129.29,
19,C03,39,70.57556,85286.23,
19,C03,40,70.663666,85455.98,
19,C03,41,70.75178,85639.06,
19,C03,42,70.83988,85835.86,
19,C03,43,70.927986,86046.69,
19,C03,44,71.01609,86271.71,
19,C03,45,71.1042,86510.98,
19,C03,46,71.19231,86764.27,
19,C03,47,71.28041,87031.266,
19,C03,48,71.368515,87311.375,
19,C03,49,71.45663,87603.85,
19,C03,50,71.54473,87907.62,
19,C03,51,71.632835,88221.47,
19,C03,52,71.72094,88543.97,
19,C03,53,71.80905,88873.53,
19,C03,54,71.897156,89208.31,
19,C03,55,71.98526,89546.445,
19,C03,56,72.073364,89885.945,
19,C03,57,72.161476,90224.836,
19,C03,58,72.24958,90561.07,
19,C03,59,72.337685,90892.734,
19,C03,60,72.42579,91218.01,
19,C03,61,72.5139,91535.234,
19,C03,62,72.602005,91842.84,
19,C03,63,72.69011,92139.56,
19,C03,64,72.77821,92424.3,
19,C03,65,72.866325,92696.19,
19,C03,66,72.95443,92954.55,
19,C03,67,73.042534,93198.97,
19,C03,68,73.13064,93429.2,
19,C03,69,73.21874,93645.22,
19,C03,70,73.306854,93847.14,
19,C03,71,73.39496,94035.19,
19,C03,72,73.48306,94209.76,
19,C03,73,73.57117,94371.32,
19,C03,74,73.65928,94520.44,
19,C03,75,73.74738,94657.69,
19,C03,76,73.83549,94783.72,
19,C03,77,73.92359,94899.195,
19,C03,78,74.0117,95004.8,
19,C03,79,74.09981,95101.164,
19,C03,80,74.18791,95188.98,
19,C03,81,74.27602,95268.87,
19,C03,82,74.36413,95341.45,
19,C03,83,74.45223,95407.31,
19,C03,84,74.54034,95467,
19,C03,85,74.62844,95521.03,
19,C03,86,74.71655,95569.914,
19,C03,87,74.80466,95614.086,
19,C03,88,74.89276,95653.97,
19,C03,89,74.980865,95689.97,
19,C03,90,75.06898,95722.43,
19,C03,91,75.15708,95751.69,
19,C03,92,75.245186,95778.05,
19,C03,93,75.33329,95801.77,
19,C03,94,75.4214,95823.14,
19,C03,95,75.50951,95842.36,
19,C03,96,75.59761,95859.64,
20,C04,1,67.94017,82426.29,
20,C04,2,68.02828,82429.23,
20,C04,3,68.11639,82432.49,
20,C04,4,68.20449,82436.12,
20,C04,5,68.292595,82440.14,
20,C04,6,68.38071,82444.61,
20,C04,7,68.46881,82449.58,
20,C04,8,68.556915,82455.086,
20,C04,9,68.64502,82461.21,
20,C04,10,68.73313,82468,
20,C04,11,68.821236,82475.55,
20,C04,12,68.90934,82483.92,
20,C04,13,68.997444,82493.21,
20,C04,14,69.085556,82503.52,
20,C04,15,69.17366,82514.97,
20,C04,16,69.261765,82527.664,
20,C04,17,69.34987,82541.74,
20,C04,18,69.43798,82557.36,
20,C04,19,69.526085,82574.67,
20,C04,20,69.61419,82593.87,
20,C04,21,69.70229,82615.13,
20,C04,22,69.7904,82638.7,
20,C04,23,69.87851,82664.805,
20,C04,24,69.96661,82693.695,
20,C04,25,70.05472,82725.67,
20,C04,26,70.14282,82761.05,
20,C04,27,70.230934,82800.164,
20,C04,28,70.31904,82843.38,
20,C04,29,70.40714,82891.12,
20,C04,30,70.49525,82943.805,
20,C04,31,70.58336,83001.914,
20,C04,32,70.67146,83065.95,
20,C04,33,70.75957,83136.46,
20,C04,34,70.84767,83214.02,
20,C04,35,70.93578,83299.25,
20,C04,36,71.02389,83392.79,
20,C04,37,71.11199,83495.32,
20,C04,38,71.200096,83607.55,
20,C04,39,71.28821,83730.21,
20,C04,40,71.37631,83864.04,
20,C04,41,71.46442,84009.8,
20,C04,42,71.55252,84168.21,
20,C04,43,71.64063,84340.04,
20,C04,44,71.72874,84525.945,
20,C04,45,71.81684,84726.586,
20,C04,46,71.904945,84942.53,
20,C04,47,71.99306,85174.28,
20,C04,48,72.08116,85422.17,
20,C04,49,72.169266,85686.445,
20,C04,50,72.25737,85967.164,
20,C04,51,72.34548,86264.24,
20,C04,52,72.433586,86577.3,
20,C04,53,72.52169,86905.805,
20,C04,54,72.609795,87248.99,
20,C04,55,72.69791,87605.85,
20,C04,56,72.78601,87975.06,
20,C04,57,72.874115,88355.17,
20,C04,58,72.96222,88744.45,
20,C04,59,73.05033,89141.055,
20,C04,60,73.138435,89542.86,
20,C04,61,73.22654,89947.74,
20,C04,62,73.314644,90353.47,
20,C04,63,73.402756,90757.83,
20,C04,64,73.49086,91158.53,
20,C04,65,73.578964,91553.48,
20,C04,66,73.66707,91940.66,
20,C04,67,73.75518,92318.234,
20,C04,68,73.843285,92684.51,
20,C04,69,73.93139,93038.055,
20,C04,70,74.01949,93377.68,
20,C04,71,74.107605,93702.445,
20,C04,72,74.19571,94011.57,
20,C04,73,74.28381,94304.586,
20,C04,74,74.37192,94581.23,
20,C04,75,74.46002,94841.42,
20,C04,76,74.548134,95085.3,
20,C04,77,74.63624,95313.07,
20,C04,78,74.72434,95525.164,
20,C04,79,74.81245,95722.086,
20,C04,80,74.90056,95904.45,
20,C04,81,74.98866,96072.875,
20,C04,82,75.07677,96228.08,
20,C04,83,75.16487,96370.8,
20,C04,84,75.25298,96501.8,
20,C04,85,75.34109,96621.79,
20,C04,86,75.42919,96731.55,
20,C04,87,75.517296,96831.78,
20,C04,88,75.60541,96923.195,
20,C04,89,75.69351,97006.45,
20,C04,90,75.78162,97082.21,
20,C04,91,75.86972,97151.055,
20,C04,92,75.95783,97213.58,
20,C04,93,76.04594,97270.29,
20,C04,94,76.13404,97321.7,
20,C04,95,76.222145,97368.28,
20,C04,96,76.31026,97410.45,
20,C04,97,76.39836,97448.6,
20,C04,98,76.486465,97483.1,
20,C04,99,76.57457,97514.28,
20,C04,100,76.66268,97542.46,
20,C04,101,76.750786,97567.91,
20,C04,102,76.83889,97590.88,
21,C05,1,68.91643,80903.2,
21,C05,2,69.00453,80905.11,
21,C05,3,69.092636,80907.26,
21,C05,4,69.18074,80909.66,
21,C05,5,69.26885,80912.35,
21,C05,6,69.35696,80915.375,
21,C05,7,69.44506,80918.77,
21,C05,8,69.533165,80922.58,
21,C05,9,69.62127,80926.85,
21,C05,10,69.70938,80931.65,
21,C05,11,69.797485,80937.02,
21,C05,12,69.88559,80943.055,
21,C05,13,69.973694,80949.82,
21,C05,14,70.061806,80957.41,
21,C05,15,70.14991,80965.91,
21,C05,16,70.238014,80975.445,
21,C05,17,70.32612,80986.13,
21,C05,18,70.41423,80998.11,
21,C05,19,70.502335,81011.53,
21,C05,20,70.59044,81026.57,
21,C05,21,70.67854,81043.42,
21,C05,22,70.766655,81062.28,
21,C05,23,70.85476,81083.41,
21,C05,24,70.94286,81107.04,
21,C05,25,71.03097,81133.48,
21,C05,26,71.11908,81163.05,
21,C05,27,71.207184,81196.09,
21,C05,28,71.29529,81233.01,
21,C05,29,71.38339,81274.234,
21,C05,30,71.471504,81320.234,
21,C05,31,71.55961,81371.52,
21,C05,32,71.64771,81428.67,
21,C05,33,71.73582,81492.29,
21,C05,34,71.82393,81563.04,
21,C05,35,71.91203,81641.63,
21,C05,36,72.00014,81728.84,
21,C05,37,72.08824,81825.48,
21,C05,38,72.17635,81932.4,
21,C05,39,72.26446,82050.5,
21,C05,40,72.35256,82180.73,
21,C05,41,72.44067,82324.02,
21,C05,42,72.52878,82481.375,
21,C05,43,72.61688,82653.73,
21,C05,44,72.70499,82842.01,
21,C05,45,72.79309,83047.11,
21,C05,46,72.8812,83269.836,
21,C05,47,72.96931,83510.86,
21,C05,48,73.05741,83770.72,
21,C05,49,73.145515,84049.79,
21,C05,50,73.23362,84348.2,
21,C05,51,73.32173,84665.875,
21,C05,52,73.409836,85002.34,
21,C05,53,73.49794,85356.92,
21,C05,54,73.586044,85728.56,
21,C05,55,73.67416,86115.9,
21,C05,56,73.76226,86517.15,
21,C05,57,73.850365,86930.29,
21,C05,58,73.93847,87353,
21,C05,59,74.02658,87782.734,
21,C05,60,74.114685,88216.69,
21,C05,61,74.20279,88652.02,
21,C05,62,74.29089,89085.85,
21,C05,63,74.379005,89515.34,
21,C05,64,74.46711,89937.68,
21,C05,65,74.555214,90350.35,
21,C05,66,74.64332,90751.03,
21,C05,67,74.73143,91137.72,
21,C05,68,74.819534,91508.64,
21,C05,69,74.90764,91862.445,
21,C05,70,74.99574,92198.11,
21,C05,71,75.083855,92514.94,
21,C05,72,75.17196,92812.51,
21,C05,73,75.26006,93090.734,
21,C05,74,75.34817,93349.766,
21,C05,75,75.43628,93589.99,
21,C05,76,75.52438,93811.92,
21,C05,77,75.61249,94016.266,
21,C05,78,75.70059,94203.83,
21,C05,79,75.788704,94375.516,
21,C05,80,75.87681,94532.23,
21,C05,81,75.96491,94674.93,
21,C05,82,76.05302,94804.6,
21,C05,83,76.14113,94922.2,
21,C05,84,76.22923,95028.66,
21,C05,85,76.31734,95124.86,
21,C05,86,76.40544,95211.67,
21,C05,87,76.49355,95289.91,
21,C05,88,76.58166,95360.336,
21,C05,89,76.66976,95423.66,
21,C05,90,76.757866,95480.53,
21,C05,91,76.84597,95531.58,
21,C05,92,76.93408,95577.36,
21,C05,93,77.02219,95618.38,
21,C05,94,77.11029,95655.125,
21,C05,95,77.198395,95688.016,
21,C05,96,77.28651,95717.44,
21,C05,97,77.37461,95743.75,
21,C05,98,77.462715,95767.266,
21,C05,99,77.55082,95788.28,
21,C05,100,77.63893,95807.055,
21,C05,101,77.727036,95823.81,
22,C06,1,69.62907,78858.29,
22,C06,2,69.71717,78860.06,
22,C06,3,69.805275,78862.055,
22,C06,4,69.89339,78864.29,
22,C06,5,69.98149,78866.805,
22,C06,6,70.069595,78869.625,
22,C06,7,70.1577,78872.8,
22,C06,8,70.24581,78876.35,
22,C06,9,70.333916,78880.34,
22,C06,10,70.42202,78884.82,
22,C06,11,70.510124,78889.85,
22,C06,12,70.598236,78895.5,
22,C06,13,70.68634,78901.836,
22,C06,14,70.774445,78908.945,
22,C06,15,70.86255,78916.92,
22,C06,16,70.95066,78925.875,
22,C06,17,71.038765,78935.914,
22,C06,18,71.12687,78947.17,
22,C06,19,71.21497,78959.8,
22,C06,20,71.303085,78973.95,
22,C06,21,71.39119,78989.82,
22,C06,22,71.479294,79007.59,
22,C06,23,71.5674,79027.51,
22,C06,24,71.65551,79049.81,
22,C06,25,71.743614,79074.77,
22,C06,26,71.83172,79102.71,
22,C06,27,71.91982,79133.95,
22,C06,28,72.007935,79168.88,
22,C06,29,72.09604,79207.91,
22,C06,30,72.18414,79251.47,
22,C06,31,72.27225,79300.086,
22,C06,32,72.36036,79354.28,
22,C06,33,72.44846,79414.65,
22,C06,34,72.53657,79481.81,
22,C06,35,72.62467,79556.48,
22,C06,36,72.71278,79639.375,
22,C06,37,72.80089,79731.266,
22,C06,38,72.88899,79832.99,
22,C06,39,72.9771,79945.414,
22,C06,40,73.06521,80069.445,
22,C06,41,73.15331,80205.97,
22,C06,42,73.24142,80355.93,
22,C06,43,73.32952,80520.25,
22,C06,44,73.41763,80699.83,
22,C06,45,73.50574,80895.47,
22,C06,46,73.59384,81107.95,
22,C06,47,73.681946,81337.92,
22,C06,48,73.77006,81585.91,
22,C06,49,73.85816,81852.195,
22,C06,50,73.946266,82136.9,
22,C06,51,74.03437,82439.89,
22,C06,52,74.12248,82760.78,
22,C06,53,74.21059,83098.77,
22,C06,54,74.29869,83452.87,
22,C06,55,74.386795,83821.67,
22,C06,56,74.4749,84203.49,
22,C06,57,74.56301,84596.36,
22,C06,58,74.651115,84997.945,
22,C06,59,74.73922,85405.77,
22,C06,60,74.827324,85817.2,
22,C06,61,74.915436,86229.516,
22,C06,62,75.00354,86639.87,
22,C06,63,75.091644,87045.56,
22,C06,64,75.17975,87444.016,
22,C06,65,75.26786,87832.836,
22,C06,66,75.355965,88209.8,
22,C06,67,75.44407,88573.03,
22,C06,68,75.53217,88920.984,
22,C06,69,75.620285,89252.42,
22,C06,70,75.70839,89566.37,
22,C06,71,75.79649,89862.25,
22,C06,72,75.8846,90139.76,
22,C06,73,75.97271,90398.875,
22,C06,74,76.060814,90639.766,
22,C06,75,76.14892,90862.83,
22,C06,76,76.23702,91068.65,
22,C06,77,76.325134,91257.93,
22,C06,78,76.41324,91431.44,
22,C06,79,76.50134,91590.03,
22,C06,80,76.58945,91734.63,
22,C06,81,76.67756,91866.17,
22,C06,82,76.76566,91985.555,
22,C06,83,76.85377,92093.69,
22,C06,84,76.94187,92191.48,
22,C06,85,77.02998,92279.76,
22,C06,86,77.11809,92359.34,
22,C06,87,77.20619,92430.99,
22,C06,88,77.2943,92495.42,
22,C06,89,77.38241,92553.31,
22,C06,90,77.47051,92605.26,
22,C06,91,77.55862,92651.836,
22,C06,92,77.64672,92693.57,
22,C06,93,77.73483,92730.94,
22,C06,94,77.82294,92764.38,
22,C06,95,77.91104,92794.29,
22,C06,96,77.999146,92821.02,
22,C06,97,78.08726,92844.914,
22,C06,98,78.17536,92866.25,
22,C06,99,78.263466,92885.3,
22,C06,100,78.35157,92902.305,
23,C07,1,71.39832,80873.96,
23,C07,2,71.48643,80876.48,
23,C07,3,71.57453,80879.305,
23,C07,4,71.66264,80882.49,
23,C07,5,71.75075,80886.07,
23,C07,6,71.83885,80890.1,
23,C07,7,71.926956,80894.63,
23,C07,8,72.01507,80899.73,
23,C07,9,72.10317,80905.46,
23,C07,10,72.19128,80911.91,
23,C07,11,72.27938,80919.16,
23,C07,12,72.36749,80927.305,
23,C07,13,72.4556,80936.46,
23,C07,14,72.5437,80946.76,
23,C07,15,72.631805,80958.33,
23,C07,16,72.71992,80971.33,
23,C07,17,72.80802,80985.93,
23,C07,18,72.896126,81002.336,
23,C07,19,72.98423,81020.75,
23,C07,20,73.07234,81041.42,
23,C07,21,73.160446,81064.62,
23,C07,22,73.24855,81090.64,
23,C07,23,73.336655,81119.81,
23,C07,24,73.42477,81152.51,
23,C07,25,73.51287,81189.125,
23,C07,26,73.600975,81230.12,
23,C07,27,73.68908,81275.98,
23,C07,28,73.77719,81327.25,
23,C07,29,73.865295,81384.516,
23,C07,30,73.9534,81448.42,
23,C07,31,74.041504,81519.66,
23,C07,32,74.129616,81599,
23,C07,33,74.21772,81687.22,
23,C07,34,74.305824,81785.195,
23,C07,35,74.39393,81893.836,
23,C07,36,74.48203,82014.086,
23,C07,37,74.570145,82146.95,
23,C07,38,74.65825,82293.41,
23,C07,39,74.74635,82454.48,
23,C07,40,74.83446,82631.18,
23,C07,41,74.92257,82824.484,
23,C07,42,75.01067,83035.27,
23,C07,43,75.09878,83264.37,
23,C07,44,75.18688,83512.45,
23,C07,45,75.274994,83780.055,
23,C07,46,75.3631,84067.43,
23,C07,47,75.4512,84374.66,
23,C07,48,75.53931,84701.484,
23,C07,49,75.62742,85047.4,
23,C07,50,75.71552,85411.42,
23,C07,51,75.80363,85792.31,
23,C07,52,75.89173,86188.44,
23,C07,53,75.97984,86597.84,
23,C07,54,76.06795,87018.15,
23,C07,55,76.15605,87446.78,
23,C07,56,76.244156,87880.94,
23,C07,57,76.33227,88317.69,
23,C07,58,76.42037,88753.91,
23,C07,59,76.50848,89186.625,
23,C07,60,76.59658,89612.9,
23,C07,61,76.68469,90030.02,
23,C07,62,76.7728,90435.41,
23,C07,63,76.8609,90826.87,
23,C07,64,76.949005,91202.54,
23,C07,65,77.03712,91560.93,
23,C07,66,77.12522,91900.81,
23,C07,67,77.213326,92221.44,
23,C07,68,77.30143,92522.336,
23,C07,69,77.38954,92803.41,
23,C07,70,77.477646,93064.73,
23,C07,71,77.56575,93306.69,
23,C07,72,77.653854,93529.86,
23,C07,73,77.74197,93734.99,
23,C07,74,77.83007,93922.89,
23,C07,75,77.918175,94094.5,
23,C07,76,78.00628,94250.8,
23,C07,77,78.09439,94392.82,
23,C07,78,78.182495,94521.54,
23,C07,79,78.2706,94637.984,
23,C07,80,78.3587,94743.12,
23,C07,81,78.446815,94837.9,
23,C07,82,78.53492,94923.195,
23,C07,83,78.623024,94999.86,
23,C07,84,78.71113,95068.68,
23,C07,85,78.79924,95130.4,
23,C07,86,78.887344,95185.68,
23,C07,87,78.97545,95235.164,
23,C07,88,79.06355,95279.414,
23,C07,89,79.151665,95318.96,
23,C07,90,79.23977,95354.28,
23,C07,91,79.32787,95385.81,
23,C07,92,79.41598,95413.94,
23,C07,93,79.50408,95439.02,
23,C07,94,79.59219,95461.38,
23,C07,95,79.6803,95481.31,
24,C08,1,73.08026,74587.64,
24,C08,2,73.168365,74590.055,
24,C08,3,73.25647,74592.76,
24,C08,4,73.344574,74595.81,
24,C08,5,73.432686,74599.25,
24,C08,6,73.52079,74603.125,
24,C08,7,73.608894,74607.484,
24,C08,8,73.697,74612.4,
24,C08,9,73.78511,74617.92,
24,C08,10,73.873215,74624.14,
24,C08,11,73.96132,74631.15,
24,C08,12,74.04942,74639.03,
24,C08,13,74.137535,74647.9,
24,C08,14,74.22564,74657.875,
24,C08,15,74.31374,74669.09,
24,C08,16,74.40185,74681.71,
24,C08,17,74.48995,74695.9,
24,C08,18,74.578064,74711.84,
24,C08,19,74.66617,74729.76,
24,C08,20,74.75427,74749.87,
24,C08,21,74.84238,74772.45,
24,C08,22,74.93049,74797.79,
24,C08,23,75.01859,74826.21,
24,C08,24,75.1067,74858.055,
24,C08,25,75.1948,74893.73,
24,C08,26,75.28291,74933.65,
24,C08,27,75.37102,74978.3,
24,C08,28,75.45912,75028.17,
24,C08,29,75.547226,75083.84,
24,C08,30,75.63534,75145.9,
24,C08,31,75.72344,75214.984,
24,C08,32,75.81155,75291.78,
24,C08,33,75.89965,75377.016,
24,C08,34,75.98776,75471.46,
24,C08,35,76.07587,75575.875,
24,C08,36,76.16397,75691.08,
24,C08,37,76.252075,75817.87,
24,C08,38,76.34019,75957.06,
24,C08,39,76.42829,76109.39,
24,C08,40,76.516396,76275.586,
24,C08,41,76.6045,76456.27,
24,C08,42,76.69261,76651.99,
24,C08,43,76.780716,76863.086,
24,C08,44,76.86882,77089.78,
24,C08,45,76.956924,77332.07,
24,C08,46,77.04504,77589.74,
24,C08,47,77.13314,77862.24,
24,C08,48,77.221245,78148.82,
24,C08,49,77.30935,78448.38,
24,C08,50,77.39746,78759.6,
24,C08,51,77.485565,79080.77,
24,C08,52,77.57367,79410.01,
24,C08,53,77.66177,79745.2,
24,C08,54,77.749886,80084.1,
24,C08,55,77.83799,80424.266,
24,C08,56,77.926094,80763.305,
24,C08,57,78.0142,81098.83,
24,C08,58,78.10231,81428.586,
24,C08,59,78.190414,81750.38,
24,C08,60,78.27852,82062.33,
24,C08,61,78.36662,82362.76,
24,C08,62,78.454735,82650.31,
24,C08,63,78.54284,82923.83,
24,C08,64,78.63094,83182.54,
24,C08,65,78.71905,83425.914,
24,C08,66,78.80716,83653.73,
24,C08,67,78.89526,83865.91,
24,C08,68,78.98337,84062.68,
24,C08,69,79.07147,84244.41,
24,C08,70,79.159584,84411.61,
24,C08,71,79.24769,84564.89,
24,C08,72,79.33579,84704.97,
24,C08,73,79.4239,84832.61,
24,C08,74,79.512,84948.59,
24,C08,75,79.60011,85053.75,
24,C08,76,79.68822,85148.86,
24,C08,77,79.77632,85234.72,
24,C08,78,79.864426,85312.086,
24,C08,79,79.95254,85381.69,
24,C08,80,80.04064,85444.22,
24,C08,81,80.128746,85500.31,
24,C08,82,80.21685,85550.58,
24,C08,83,80.30496,85595.57,
24,C08,84,80.39307,85635.81,
24,C08,85,80.48117,85671.766,
24,C08,86,80.569275,85703.87,
24,C08,87,80.65739,85732.516,
24,C08,88,80.74549,85758.055,
24,C08,89,80.833595,85780.82,
24,C08,90,80.9217,85801.1,
25,D01,1,65.891304,87625.63,
25,D01,2,65.97941,87632.086,
25,D01,3,66.06751,87639.21,
25,D01,4,66.15562,87647.06,
25,D01,5,66.24373,87655.72,
25,D01,6,66.33183,87665.266,
25,D01,7,66.41994,87675.79,
25,D01,8,66.50804,87687.39,
25,D01,9,66.59615,87700.17,
25,D01,10,66.68426,87714.26,
25,D01,11,66.77236,87729.77,
25,D01,12,66.860466,87746.86,
25,D01,13,66.94858,87765.68,
25,D01,14,67.03668,87786.39,
25,D01,15,67.12479,87809.19,
25,D01,16,67.21289,87834.26,
25,D01,17,67.301,87861.836,
25,D01,18,67.38911,87892.14,
25,D01,19,67.47721,87925.44,
25,D01,20,67.565315,87962.01,
25,D01,21,67.65343,88002.15,
25,D01,22,67.74153,88046.18,
25,D01,23,67.829636,88094.445,
25,D01,24,67.91774,88147.32,
25,D01,25,68.00585,88205.195,
25,D01,26,68.093956,88268.49,
25,D01,27,68.18206,88337.65,
25,D01,28,68.270164,88413.14,
25,D01,29,68.35828,88495.45,
25,D01,30,68.44638,88585.086,
25,D01,31,68.534485,88682.56,
25,D01,32,68.62259,88788.43,
25,D01,33,68.7107,88903.22,
25,D01,34,68.798805,89027.48,
25,D01,35,68.88691,89161.73,
25,D01,36,68.97501,89306.5,
25,D01,37,69.063126,89462.3,
25,D01,38,69.15123,89629.55,
25,D01,39,69.239334,89808.664,
25,D01,40,69.32744,89999.984,
25,D01,41,69.41555,90203.77,
25,D01,42,69.503654,90420.17,
25,D01,43,69.59176,90649.24,
25,D01,44,69.67986,90890.91,
25,D01,45,69.76797,91144.95,
25,D01,46,69.85608,91411.05,
25,D01,47,69.94418,91688.62,
